ablation_name,event_id,incumbent_bundle_id,challenger_bundle_id,swap_attempted,swap_allowed,swap_rejected_reason,final_top1_bundle_id,score_margin,challenger_wins_temporal,challenger_wins_disappearance,challenger_wins_context,challenger_wins_provenance,challenger_wins_separation,incumbent_high_hub,incumbent_generic_content_only,challenger_high_hub,winner,win_reason,temporal_delta,disappearance_delta,context_delta,provenance_delta,separation_delta,hubness_delta,content_delta,generic_content_only_flag_i,generic_content_only_flag_j
A0_E31_combined_baseline,M-ARC-TA-001,76,79,0,0,rerank_disabled_or_frozen,76,,,,,,,,,,,,,,,,,,,,
A0_E31_combined_baseline,M-RE-TC-005,286,287,0,0,rerank_disabled_or_frozen,286,,,,,,,,,,,,,,,,,,,,
A0_E31_combined_baseline,M-RE-TC-006,338,336,0,0,rerank_disabled_or_frozen,338,,,,,,,,,,,,,,,,,,,,
A0_E31_combined_baseline,M-RE-TC-002,351,362,0,0,rerank_disabled_or_frozen,351,,,,,,,,,,,,,,,,,,,,
A0_E31_combined_baseline,M-LG-TC-001,413,416,0,0,rerank_disabled_or_frozen,413,,,,,,,,,,,,,,,,,,,,
A0_E31_combined_baseline,M-LG-TC-007,429,426,0,0,rerank_disabled_or_frozen,429,,,,,,,,,,,,,,,,,,,,
A0_E31_combined_baseline,M-RE-TC-008,459,461,0,0,rerank_disabled_or_frozen,459,,,,,,,,,,,,,,,,,,,,
A0_E31_combined_baseline,M-RE-TC-009,459,462,0,0,rerank_disabled_or_frozen,459,,,,,,,,,,,,,,,,,,,,
A0_E31_combined_baseline,M-RE-TC-010,518,525,0,0,rerank_disabled_or_frozen,518,,,,,,,,,,,,,,,,,,,,
A0_E31_combined_baseline,M-RE-TC-011,518,525,0,0,rerank_disabled_or_frozen,518,,,,,,,,,,,,,,,,,,,,
A0_E31_combined_baseline,M-RE-TC-003,552,544,0,0,rerank_disabled_or_frozen,552,,,,,,,,,,,,,,,,,,,,
A0_E31_combined_baseline,M-RE-TC-012,544,552,0,0,rerank_disabled_or_frozen,544,,,,,,,,,,,,,,,,,,,,
A0_E31_combined_baseline,M-RE-TC-013,544,552,0,0,rerank_disabled_or_frozen,544,,,,,,,,,,,,,,,,,,,,
A0_E31_combined_baseline,M-RE-TC-014,590,592,0,0,rerank_disabled_or_frozen,590,,,,,,,,,,,,,,,,,,,,
A0_E31_combined_baseline,M-RE-TC-015,636,628,0,0,rerank_disabled_or_frozen,636,,,,,,,,,,,,,,,,,,,,
A0_E31_combined_baseline,M-RE-TC-016,638,639,0,0,rerank_disabled_or_frozen,638,,,,,,,,,,,,,,,,,,,,
A0_E31_combined_baseline,M-RE-TC-017,638,639,0,0,rerank_disabled_or_frozen,638,,,,,,,,,,,,,,,,,,,,
A1_freeze_gate_only,M-ARC-TA-001,76,79,0,0,rerank_disabled_or_frozen,76,,,,,,,,,,,,,,,,,,,,
A1_freeze_gate_only,M-RE-TC-005,286,287,0,0,rerank_disabled_or_frozen,286,,,,,,,,,,,,,,,,,,,,
A1_freeze_gate_only,M-RE-TC-006,338,336,0,0,rerank_disabled_or_frozen,338,,,,,,,,,,,,,,,,,,,,
A1_freeze_gate_only,M-RE-TC-002,351,362,0,0,rerank_disabled_or_frozen,351,,,,,,,,,,,,,,,,,,,,
A1_freeze_gate_only,M-LG-TC-001,413,416,0,0,rerank_disabled_or_frozen,413,,,,,,,,,,,,,,,,,,,,
A1_freeze_gate_only,M-LG-TC-007,429,426,0,0,rerank_disabled_or_frozen,429,,,,,,,,,,,,,,,,,,,,
A1_freeze_gate_only,M-RE-TC-008,459,461,0,0,rerank_disabled_or_frozen,459,,,,,,,,,,,,,,,,,,,,
A1_freeze_gate_only,M-RE-TC-009,459,462,0,0,rerank_disabled_or_frozen,459,,,,,,,,,,,,,,,,,,,,
A1_freeze_gate_only,M-RE-TC-010,518,525,0,0,rerank_disabled_or_frozen,518,,,,,,,,,,,,,,,,,,,,
A1_freeze_gate_only,M-RE-TC-011,518,525,0,0,rerank_disabled_or_frozen,518,,,,,,,,,,,,,,,,,,,,
A1_freeze_gate_only,M-RE-TC-003,552,544,0,0,rerank_disabled_or_frozen,552,,,,,,,,,,,,,,,,,,,,
A1_freeze_gate_only,M-RE-TC-012,544,552,0,0,rerank_disabled_or_frozen,544,,,,,,,,,,,,,,,,,,,,
A1_freeze_gate_only,M-RE-TC-013,544,552,0,0,rerank_disabled_or_frozen,544,,,,,,,,,,,,,,,,,,,,
A1_freeze_gate_only,M-RE-TC-014,590,592,0,0,rerank_disabled_or_frozen,590,,,,,,,,,,,,,,,,,,,,
A1_freeze_gate_only,M-RE-TC-015,636,628,0,0,rerank_disabled_or_frozen,636,,,,,,,,,,,,,,,,,,,,
A1_freeze_gate_only,M-RE-TC-016,638,639,0,0,rerank_disabled_or_frozen,638,,,,,,,,,,,,,,,,,,,,
A1_freeze_gate_only,M-RE-TC-017,638,639,0,0,rerank_disabled_or_frozen,638,,,,,,,,,,,,,,,,,,,,
A2_strict_swap_gate_only,M-ARC-TA-001,76,79,1,0,score_margin_too_small,76,-0.030417594022705607,1,1,0,0,0,1,,1,76,lower_safe_score,0.005425444128337564,0.0616030553829896,-0.04248851537704468,-0.0025409035371090904,-0.1340235471725464,0.4912579607230674,0.05746006965637207,0,0
A2_strict_swap_gate_only,M-RE-TC-005,286,287,1,0,score_margin_too_small,286,-0.007503914452223537,1,1,1,0,0,1,,1,286,lower_safe_score,0.022715977535039178,0.11734937125242217,0.023581504821777344,-0.017694355985606258,-0.008563697338104248,0.7734654338243647,-0.0010600686073303223,0,0
A2_strict_swap_gate_only,M-RE-TC-006,338,336,1,0,score_margin_too_small,338,-0.06923662630962746,0,0,1,0,0,1,,1,338,lower_safe_score,-0.12152819586994623,-0.051072793347252565,0.04122406244277954,-0.01952462991945858,-0.00723719596862793,0.8025799562831679,0.07566285133361816,0,0
A2_strict_swap_gate_only,M-RE-TC-002,351,362,1,0,insufficient_supportive_wins,351,0.08549799192642316,1,1,0,0,0,1,,1,351,insufficient_supportive_wins,0.30810395677821545,0.14032590528294642,-0.21319365501403809,-0.01636211797237233,-0.029332280158996582,0.4820743183051439,-0.0016568899154663086,1,0
A2_strict_swap_gate_only,M-LG-TC-001,413,416,1,0,score_margin_too_small,413,-0.04726558958995075,1,1,0,0,0,1,,1,413,lower_safe_score,0.0861066649579777,0.050999885164010106,-0.01311182975769043,-0.04159188901923813,-0.20811235904693604,0.8868011090267371,0.012275338172912598,0,0
A2_strict_swap_gate_only,M-LG-TC-007,429,426,1,0,score_margin_too_small,429,-0.09533854949751275,0,0,1,0,0,1,,1,429,lower_safe_score,-0.02941792531633769,-0.015353751958443795,0.08539313077926636,-0.059463702575403954,-0.27481579780578613,1.3187691712891194,-0.009795010089874268,0,0
A2_strict_swap_gate_only,M-RE-TC-008,459,461,1,0,score_margin_too_small,459,-0.026068364658965337,1,0,0,0,1,1,,1,459,lower_safe_score,0.014708451945076306,-0.1372470941293542,-0.04643821716308594,-0.0008613594493375176,0.02117067575454712,-0.22991001492390062,-0.043773114681243896,0,0
A2_strict_swap_gate_only,M-RE-TC-009,459,462,1,0,score_margin_too_small,459,-0.007981002113082392,1,0,0,1,1,1,,1,459,lower_safe_score,0.050846712203669986,-0.08193047342050408,-0.06507551670074463,0.008095706698226568,0.07261252403259277,-0.42572930505138284,-0.1188669204711914,0,0
A2_strict_swap_gate_only,M-RE-TC-010,518,525,1,0,insufficient_supportive_wins,518,0.06460693412616525,1,0,0,0,0,1,,1,518,insufficient_supportive_wins,0.15949012287753805,-0.05097788973089168,-0.012339651584625244,-0.013005749167282366,-0.0009516477584838867,0.31635614232682086,0.009235262870788574,1,0
A2_strict_swap_gate_only,M-RE-TC-011,518,525,1,0,score_margin_too_small,518,-0.006444455320638531,1,0,0,0,1,1,,1,518,lower_safe_score,0.15685398301656084,-0.03224988374465432,-0.0035546422004699707,-0.013005749167282366,0.0004963874816894531,0.31635614232682086,-0.0011596083641052246,0,0
A2_strict_swap_gate_only,M-RE-TC-003,552,544,1,0,score_margin_too_small,552,-0.02642869194533115,0,0,0,1,0,1,,1,552,lower_safe_score,-0.16458829213069281,-0.17709083738811326,-0.02553039789199829,0.03177378350407284,-0.0072411298751831055,-0.8832994627578215,-0.06454360485076904,0,0
A2_strict_swap_gate_only,M-RE-TC-012,544,552,1,0,challenger_high_hub,544,0.07613131808771512,1,1,1,0,1,1,,1,552,challenger_supportive_advantage,0.12501667851168174,0.06748287084377858,0.05903440713882446,-0.03177378350407284,0.00428318977355957,0.8832994627578215,0.04526114463806152,1,0
A2_strict_swap_gate_only,M-RE-TC-013,544,552,1,0,challenger_high_hub,544,0.0783208790048493,1,1,1,0,1,1,,1,552,challenger_supportive_advantage,0.12295033456783333,0.080942373047724,0.05832242965698242,-0.03177378350407284,0.004281520843505859,0.8832994627578215,0.053022801876068115,1,0
A2_strict_swap_gate_only,M-RE-TC-014,590,592,1,0,score_margin_too_small,590,-0.06930995780751958,1,1,0,0,0,1,,1,590,lower_safe_score,0.08682721863642173,0.20413767999162435,-0.16126012802124023,-0.041861585144299385,-0.0016311407089233398,1.4184712942297981,0.03969615697860718,0,0
A2_strict_swap_gate_only,M-RE-TC-015,636,628,1,0,score_margin_too_small,636,-0.06618500742196443,0,0,1,0,0,1,,1,636,lower_safe_score,-0.20945938771706862,-0.06055238634505,0.1092718243598938,-0.024890463977134902,-0.011929035186767578,0.5813733436821442,0.06297993659973145,0,0
A2_strict_swap_gate_only,M-RE-TC-016,638,639,1,0,score_margin_too_small,638,-0.027043301419967802,1,1,1,0,0,1,,1,638,lower_safe_score,0.021971259210077365,0.0083712106262267,0.0033648014068603516,-0.028285892233864462,-0.009915530681610107,0.6463809154812541,-0.03223848342895508,0,0
A2_strict_swap_gate_only,M-RE-TC-017,638,639,1,0,score_margin_too_small,638,-0.033937948192433454,1,1,1,0,0,1,,1,638,lower_safe_score,0.020899708253958038,0.007781857600361208,0.0023015737533569336,-0.028285892233864462,-0.014225184917449951,0.6463809154812541,-0.0016579627990722656,0,0
A3_pairwise_top3_comparator_only,M-ARC-TA-001,76,,1,0,no_challenger,76,,,,,,,,,,,,,,,,,,,,
A3_pairwise_top3_comparator_only,M-RE-TC-005,286,,1,0,no_challenger,286,,,,,,,,,,,,,,,,,,,,
A3_pairwise_top3_comparator_only,M-RE-TC-006,338,,1,0,no_challenger,338,,,,,,,,,,,,,,,,,,,,
A3_pairwise_top3_comparator_only,M-RE-TC-002,351,354,1,0,challenger_high_hub,351,0.07914140256864699,1,1,1,0,1,1,,1,354,challenger_supportive_advantage,0.034946400159352464,0.024472553559705013,0.0015379786491394043,-0.00967361285193244,0.03659093379974365,0.23285586463709596,-0.008884310722351074,1,0
A3_pairwise_top3_comparator_only,M-LG-TC-001,413,,1,0,no_challenger,413,,,,,,,,,,,,,,,,,,,,
A3_pairwise_top3_comparator_only,M-LG-TC-007,429,,1,0,no_challenger,429,,,,,,,,,,,,,,,,,,,,
A3_pairwise_top3_comparator_only,M-RE-TC-008,459,,1,0,no_challenger,459,,,,,,,,,,,,,,,,,,,,
A3_pairwise_top3_comparator_only,M-RE-TC-009,459,,1,0,no_challenger,459,,,,,,,,,,,,,,,,,,,,
A3_pairwise_top3_comparator_only,M-RE-TC-010,518,523,1,0,challenger_high_hub,518,0.03985351602191589,1,0,1,0,1,1,,1,523,challenger_supportive_advantage,0.08157759048127411,-0.08878787333100235,0.09320783615112305,-0.03177378350407284,0.007102906703948975,0.8832994627578215,0.01165860891342163,1,0
A3_pairwise_top3_comparator_only,M-RE-TC-011,518,,1,0,no_challenger,518,,,,,,,,,,,,,,,,,,,,
A3_pairwise_top3_comparator_only,M-RE-TC-003,552,,1,0,no_challenger,552,,,,,,,,,,,,,,,,,,,,
A3_pairwise_top3_comparator_only,M-RE-TC-012,544,552,1,0,challenger_high_hub,544,0.07613131808771512,1,1,1,0,1,1,,1,552,challenger_supportive_advantage,0.12501667851168174,0.06748287084377858,0.05903440713882446,-0.03177378350407284,0.00428318977355957,0.8832994627578215,0.04526114463806152,1,0
A3_pairwise_top3_comparator_only,M-RE-TC-013,544,552,1,0,challenger_high_hub,544,0.0783208790048493,1,1,1,0,1,1,,1,552,challenger_supportive_advantage,0.12295033456783333,0.080942373047724,0.05832242965698242,-0.03177378350407284,0.004281520843505859,0.8832994627578215,0.053022801876068115,1,0
A3_pairwise_top3_comparator_only,M-RE-TC-014,590,,1,0,no_challenger,590,,,,,,,,,,,,,,,,,,,,
A3_pairwise_top3_comparator_only,M-RE-TC-015,636,,1,0,no_challenger,636,,,,,,,,,,,,,,,,,,,,
A3_pairwise_top3_comparator_only,M-RE-TC-016,638,,1,0,no_challenger,638,,,,,,,,,,,,,,,,,,,,
A3_pairwise_top3_comparator_only,M-RE-TC-017,638,,1,0,no_challenger,638,,,,,,,,,,,,,,,,,,,,
A4_freeze_plus_strict_swap,M-ARC-TA-001,76,79,1,0,score_margin_too_small,76,-0.030417594022705607,1,1,0,0,0,1,,1,76,lower_safe_score,0.005425444128337564,0.0616030553829896,-0.04248851537704468,-0.0025409035371090904,-0.1340235471725464,0.4912579607230674,0.05746006965637207,0,0
A4_freeze_plus_strict_swap,M-RE-TC-005,286,287,1,0,score_margin_too_small,286,-0.007503914452223537,1,1,1,0,0,1,,1,286,lower_safe_score,0.022715977535039178,0.11734937125242217,0.023581504821777344,-0.017694355985606258,-0.008563697338104248,0.7734654338243647,-0.0010600686073303223,0,0
A4_freeze_plus_strict_swap,M-RE-TC-006,338,336,1,0,score_margin_too_small,338,-0.06923662630962746,0,0,1,0,0,1,,1,338,lower_safe_score,-0.12152819586994623,-0.051072793347252565,0.04122406244277954,-0.01952462991945858,-0.00723719596862793,0.8025799562831679,0.07566285133361816,0,0
A4_freeze_plus_strict_swap,M-RE-TC-002,351,362,1,0,insufficient_supportive_wins,351,0.08549799192642316,1,1,0,0,0,1,,1,351,insufficient_supportive_wins,0.30810395677821545,0.14032590528294642,-0.21319365501403809,-0.01636211797237233,-0.029332280158996582,0.4820743183051439,-0.0016568899154663086,1,0
A4_freeze_plus_strict_swap,M-LG-TC-001,413,416,1,0,score_margin_too_small,413,-0.04726558958995075,1,1,0,0,0,1,,1,413,lower_safe_score,0.0861066649579777,0.050999885164010106,-0.01311182975769043,-0.04159188901923813,-0.20811235904693604,0.8868011090267371,0.012275338172912598,0,0
A4_freeze_plus_strict_swap,M-LG-TC-007,429,426,1,0,score_margin_too_small,429,-0.09533854949751275,0,0,1,0,0,1,,1,429,lower_safe_score,-0.02941792531633769,-0.015353751958443795,0.08539313077926636,-0.059463702575403954,-0.27481579780578613,1.3187691712891194,-0.009795010089874268,0,0
A4_freeze_plus_strict_swap,M-RE-TC-008,459,461,1,0,score_margin_too_small,459,-0.026068364658965337,1,0,0,0,1,1,,1,459,lower_safe_score,0.014708451945076306,-0.1372470941293542,-0.04643821716308594,-0.0008613594493375176,0.02117067575454712,-0.22991001492390062,-0.043773114681243896,0,0
A4_freeze_plus_strict_swap,M-RE-TC-009,459,462,1,0,score_margin_too_small,459,-0.007981002113082392,1,0,0,1,1,1,,1,459,lower_safe_score,0.050846712203669986,-0.08193047342050408,-0.06507551670074463,0.008095706698226568,0.07261252403259277,-0.42572930505138284,-0.1188669204711914,0,0
A4_freeze_plus_strict_swap,M-RE-TC-010,518,525,1,0,insufficient_supportive_wins,518,0.06460693412616525,1,0,0,0,0,1,,1,518,insufficient_supportive_wins,0.15949012287753805,-0.05097788973089168,-0.012339651584625244,-0.013005749167282366,-0.0009516477584838867,0.31635614232682086,0.009235262870788574,1,0
A4_freeze_plus_strict_swap,M-RE-TC-011,518,525,1,0,score_margin_too_small,518,-0.006444455320638531,1,0,0,0,1,1,,1,518,lower_safe_score,0.15685398301656084,-0.03224988374465432,-0.0035546422004699707,-0.013005749167282366,0.0004963874816894531,0.31635614232682086,-0.0011596083641052246,0,0
A4_freeze_plus_strict_swap,M-RE-TC-003,552,544,1,0,score_margin_too_small,552,-0.02642869194533115,0,0,0,1,0,1,,1,552,lower_safe_score,-0.16458829213069281,-0.17709083738811326,-0.02553039789199829,0.03177378350407284,-0.0072411298751831055,-0.8832994627578215,-0.06454360485076904,0,0
A4_freeze_plus_strict_swap,M-RE-TC-012,544,552,1,0,challenger_high_hub,544,0.07613131808771512,1,1,1,0,1,1,,1,552,challenger_supportive_advantage,0.12501667851168174,0.06748287084377858,0.05903440713882446,-0.03177378350407284,0.00428318977355957,0.8832994627578215,0.04526114463806152,1,0
A4_freeze_plus_strict_swap,M-RE-TC-013,544,552,1,0,challenger_high_hub,544,0.0783208790048493,1,1,1,0,1,1,,1,552,challenger_supportive_advantage,0.12295033456783333,0.080942373047724,0.05832242965698242,-0.03177378350407284,0.004281520843505859,0.8832994627578215,0.053022801876068115,1,0
A4_freeze_plus_strict_swap,M-RE-TC-014,590,592,1,0,score_margin_too_small,590,-0.06930995780751958,1,1,0,0,0,1,,1,590,lower_safe_score,0.08682721863642173,0.20413767999162435,-0.16126012802124023,-0.041861585144299385,-0.0016311407089233398,1.4184712942297981,0.03969615697860718,0,0
A4_freeze_plus_strict_swap,M-RE-TC-015,636,628,1,0,score_margin_too_small,636,-0.06618500742196443,0,0,1,0,0,1,,1,636,lower_safe_score,-0.20945938771706862,-0.06055238634505,0.1092718243598938,-0.024890463977134902,-0.011929035186767578,0.5813733436821442,0.06297993659973145,0,0
A4_freeze_plus_strict_swap,M-RE-TC-016,638,639,1,0,score_margin_too_small,638,-0.027043301419967802,1,1,1,0,0,1,,1,638,lower_safe_score,0.021971259210077365,0.0083712106262267,0.0033648014068603516,-0.028285892233864462,-0.009915530681610107,0.6463809154812541,-0.03223848342895508,0,0
A4_freeze_plus_strict_swap,M-RE-TC-017,638,639,1,0,score_margin_too_small,638,-0.033937948192433454,1,1,1,0,0,1,,1,638,lower_safe_score,0.020899708253958038,0.007781857600361208,0.0023015737533569336,-0.028285892233864462,-0.014225184917449951,0.6463809154812541,-0.0016579627990722656,0,0
A5_freeze_plus_pairwise,M-ARC-TA-001,76,,1,0,no_challenger,76,,,,,,,,,,,,,,,,,,,,
A5_freeze_plus_pairwise,M-RE-TC-005,286,,1,0,no_challenger,286,,,,,,,,,,,,,,,,,,,,
A5_freeze_plus_pairwise,M-RE-TC-006,338,,1,0,no_challenger,338,,,,,,,,,,,,,,,,,,,,
A5_freeze_plus_pairwise,M-RE-TC-002,351,354,1,0,challenger_high_hub,351,0.07914140256864699,1,1,1,0,1,1,,1,354,challenger_supportive_advantage,0.034946400159352464,0.024472553559705013,0.0015379786491394043,-0.00967361285193244,0.03659093379974365,0.23285586463709596,-0.008884310722351074,1,0
A5_freeze_plus_pairwise,M-LG-TC-001,413,,1,0,no_challenger,413,,,,,,,,,,,,,,,,,,,,
A5_freeze_plus_pairwise,M-LG-TC-007,429,,1,0,no_challenger,429,,,,,,,,,,,,,,,,,,,,
A5_freeze_plus_pairwise,M-RE-TC-008,459,,1,0,no_challenger,459,,,,,,,,,,,,,,,,,,,,
A5_freeze_plus_pairwise,M-RE-TC-009,459,,1,0,no_challenger,459,,,,,,,,,,,,,,,,,,,,
A5_freeze_plus_pairwise,M-RE-TC-010,518,523,1,0,challenger_high_hub,518,0.03985351602191589,1,0,1,0,1,1,,1,523,challenger_supportive_advantage,0.08157759048127411,-0.08878787333100235,0.09320783615112305,-0.03177378350407284,0.007102906703948975,0.8832994627578215,0.01165860891342163,1,0
A5_freeze_plus_pairwise,M-RE-TC-011,518,,1,0,no_challenger,518,,,,,,,,,,,,,,,,,,,,
A5_freeze_plus_pairwise,M-RE-TC-003,552,,1,0,no_challenger,552,,,,,,,,,,,,,,,,,,,,
A5_freeze_plus_pairwise,M-RE-TC-012,544,552,1,0,challenger_high_hub,544,0.07613131808771512,1,1,1,0,1,1,,1,552,challenger_supportive_advantage,0.12501667851168174,0.06748287084377858,0.05903440713882446,-0.03177378350407284,0.00428318977355957,0.8832994627578215,0.04526114463806152,1,0
